state,region,course
"
California
","
California
",Spanish Hills Golf & Country Club
"
California
","
California
",Sterling Hills Golf Club
"
California
","
California
",Cameron Park Country Club
"
California
","
California
",Apple Mountain Golf Resort
"
California
","
California
",Camino Heights Golf Course
"
California
","
California
",Par 3 at Marine Memorial Golf Course
"
California
","
California
",Regulation at Marine Memorial Golf Course
"
California
","
California
",Canyon Lake Country Club
"
California
","
California
",Aviara Golf Club
"
California
","
California
",Omni La Costa Resort & Spa - Champions Course
"
California
","
California
",Omni La Costa Resort & Spa - Legends Course
"
California
","
California
",Rancho Carlsbad Golf Club
"
California
","
California
",The Crossings At Carlsbad
"
California
","
California
",Carmel Valley Ranch Resort
"
California
","
California
",Quail Lodge Resort & Golf Club
"
California
","
California
",Tehama Golf Club
"
California
","
California
",The Preserve Golf Club
"
California
","
California
",Ancil Hoffman Golf Course
"
California
","
California
",The Links at Victoria Golf Course
"
California
","
California
",Redwood Canyon Golf Course
"
California
","
California
",Cathedral Canyon Golf Club
"
California
","
California
",Cimarron Golf Club - Boulder Course
"
California
","
California
",Cimarron Golf Club - Pebble Par-3 Course
"
California
","
California
",Date Palm Country Club
"
California
","
California
",Eighteen Hole Executive at Outdoor Resort & Country Club
"
California
","
California
",El Cielo/Los Lagos at Desert Princess Country Club
"
California
","
California
",La Vista/El Cielo at Desert Princess Country Club
"
California
","
California
",Los Lagos/La Vista at Desert Princess Country Club
"
California
","
California
",Nine Hole at Outdoor Resort & Country Club
"
California
","
California
",River Oaks Golf Course
"
California
","
California
",Cerritos Ironwood Golf Course
"
California
","
California
",Highland Springs Village Golf Club
"
California
","
California
",Lake Almanor West Golf Course
"
California
","
California
",Bidwell Park Golf Course
"
California
","
California
",Butte Creek Country Club
"
California
","
California
",Canyon Oaks Country Club
"
California
","
California
",Skyway Golf Park
"
California
","
California
",The Practice Tee at Sunset Hills
"
California
","
California
",El Prado Golf Courses - Butterfield Stage
"
California
","
California
",El Prado Golf Courses - Chino Creek
"
California
","
California
",North at Los Serranos Golf & Country Club
"
California
","
California
",South at Los Serranos Golf & Country Club
"
California
","
California
",Western Hills Golf & Country Club
"
California
","
California
",Pheasant Run Golf Course
"
California
","
California
",Enagic Golf Club at Eastlake
"
California
","
California
",San Diego Country Club
"
California
","
California
",Sunrise Golf Course
"
California
","
California
",Industry Hills Golf Club at Pacific Palms Resort - Eisenhower Course
"
California
","
California
",Industry Hills Golf Club at Pacific Palms Resort - Zaharias Course
"
California
","
California
",Oakhurst Country Club
"
California
","
California
",Nakoma Golf Resort - Dragon Course
"
California
","
California
",Whitehawk Ranch Golf Club
"
California
","
California
",The New Vineyards Golf Course
"
California
","
California
",Yosemite Lakes Park Golf Course
"
California
","
California
",Black Rock Golf Course
"
California
","
California
",Colton Golf Club
"
California
","
California
",Colusa Golf & Country Club
"
California
","
California
",Compton Par 3 Golf Course
"
California
","
California
",Buchanan Fields Golf Course
"
California
","
California
",Diablo Creek Golf Course
"
California
","
California
",Auburn Lake Trails Golf Course
"
California
","
California
",The Golf Club at Copper Valley
"
California
","
California
",The Links at Rolling Hills
"
California
","
California
",Cresta Verde Golf Club
"
California
","
California
",Dos Lagos Golf Course
"
California
","
California
",Eagle Glen Golf Club
"
California
","
California
",Glen Ivy Golf Club
"
California
","
California
",Green River Golf Club
"
California
","
California
",Coronado Golf Course
"
California
","
California
",Los Lagos at Costa Mesa Golf & Country Club
"
California
","
California
",Mesa Linda at Costa Mesa Golf & Country Club
"
California
","
California
",Mesa Verde Country Club
"
California
","
California
",North at Coto de Caza Golf & Racquet Club
"
California
","
California
",South at Coto de Caza Golf & Racquet Club
"
California
","
California
",Del Norte Golf Club
"
California
","
California
",Kings Valley Golf Course
"
California
","
California
",Mount Huff Golf Course
"
California
","
California
",Blackberry Farm Golf Course
"
California
","
California
",Deep Cliff Golf Course
"
California
","
California
",Cruiser at Seal Beach Navy Golf Course
"
California
","
California
",Destroyer at Seal Beach Navy Golf Course
"
California
","
California
",Lake Merced Golf & Country Club
"
California
","
California
",Monarch Beach Golf Links
"
California
","
California
",Crow Canyon Country Club
"
California
","
California
",Falls at Blackhawk Country Club
"
California
","
California
",Lakes at Blackhawk Country Club
"
California
","
California
",Davis Golf Course
"
California
","
California
",Wildhorse Golf Course
"
California
","
California
",Furnace Creek Inn & Ranch Resort
"
California
","
California
",Delano Golf Course
"
California
","
California
",Lake Tamarisk Golf Course
"
California
","
California
",Caliente Springs Resort
"
California
","
California
",Desert Crest Country Club
"
California
","
California
",Desert Dunes Golf Course
"
California
","
California
",Hidden Springs Country Club
"
California
","
California
",Mission Lakes Country Club
"
California
","
California
",The Sands Golf & RV Resort
"
California
","
California
",Diablo Country Club
"
California
","
California
",Diamond Bar Golf Course
"
California
","
California
",Ridge Creek Dinuba Golf Club
"
California
","
California
",Dove Canyon Country Club
"
California
","
California
",Los Amigos Country Club
"
California
","
California
",Rio Hondo Golf Club
"
California
","
California
",Rancho Duarte Golf Club
"
California
","
California
",Dublin Ranch Golf Course
"
California
","
California
",Muroc Lake Golf Course
"
California
","
California
",Cottonwood Golf Club - Ivanhoe Course
"
California
","
California
",Singing Hills Golf Resort at Sycuan - Oak Glen
"
California
","
California
",Singing Hills Golf Resort at Sycuan - Pine Glen
"
California
","
California
",Singing Hills Golf Resort at Sycuan - Willow Glen
"
California
","
California
",Desert Trail RV Resort & Golf Course
"
California
","
California
",Rio Bend Golf Course
"
California
","
California
",Berkeley Country Club
"
California
","
California
",Serrano Country Club
"
California
","
California
",El Macero Country Club
"
California
","
California
",The Lakes at El Segundo
"
California
","
California
",Emerald Lakes Golf Center
"
California
","
California
",Valley Hi Country Club
"
California
","
California
",Cherry Island Golf Course
"
California
","
California
",Encinitas Ranch Golf Course
"
California
","
California
",Balboa at Sepulveda Golf Complex
"
California
","
California
",Encino at Sepulveda Golf Complex
"
California
","
California
",Escalon Golf Course
"
California
","
California
",Boulder Oaks Golf Club
"
California
","
California
",Castle Creek Country Club
"
California
","
California
",Eagle Crest Golf Club
"
California
","
California
",Reidy Creek Golf Course
"
California
","
California
",The Vineyard at Escondido
"
California
","
California
",Welk Resort San Diego - Fountains Executive Course
"
California
","
California
",Welk Resort San Diego - Oaks Course
"
California
","
California
",Eureka Municipal Golf Course
"
California
","
California
",Exeter Public Golf Course
"
California
","
California
",North Ridge Country Club
"
California
","
California
",Meadow Club
"
California
","
California
",Paradise Valley Golf Course
"
California
","
California
",Rancho Solano Golf Course
"
California
","
California
",Fall River Valley Golf & Country Club
"
California
","
California
",Pala Mesa Resort
"
California
","
California
",Rancho Monserate Country Club
"
California
","
California
",The Golf Club of California
"
California
","
California
",J B Golf Course
"
California
","
California
",Elkins Ranch Golf Course
"
California
","
California
",Empire Ranch Golf Club
"
California
","
California
",Sierra Lakes Golf Club
"
California
","
California
",Redwood Empire Golf & Country Club
"
California
","
California
",Mariner's Point Golf Links & Practice Center
"
California
","
California
",David L. Baker Memorial Golf
"
California
","
California
",Mile Square Golf Course - The Classic Course
"
California
","
California
",Mile Square Golf Course - The Players Course
"
California
","
California
",Fremont Park Golf Course
"
California
","
California
",Airways Golf Course
"
California
","
California
",Belmont Country Club
"
California
","
California
",Bluff Pointe Golf Course & Learning Center
"
California
","
California
",Copper River Country Club
"
California
","
California
",Fig Garden Golf Course
"
California
","
California
",Fort Washington Golf & Country Club
"
California
","
California
",Hank's Swank Par Three Golf Course
"
California
","
California
",Riverside of Fresno Golf Course
"
California
","
California
",San Joaquin Country Club
"
California
","
California
",Sunnyside Country Club
"
California
","
California
",Valley Golf Center
"
California
","
California
",Eagle Springs Golf & Country Club
"
California
","
California
",Coyote Hills Golf Course
"
California
","
California
",Fullerton Golf Course
"
California
","
California
",Dry Creek Ranch Golf Course
"
California
","
California
",Benbow Valley RV Resort & Golf Course
"
California
","
California
",Golden Era Golf Course
"
California
","
California
",Eagle Ridge Golf Club
"
California
","
California
",Gavilan Golf Course
"
California
","
California
",Gilroy Golf Course
"
California
","
California
",Chevy Chase Country Club
"
California
","
California
",Oakmont Country Club
"
California
","
California
",Scholl Canyon Golf & Tennis Club
"
California
","
California
",Glen Oaks Golf & Racquet Club
"
California
","
California
",Glendora Country Club
"
California
","
California
",Encina Royale Golf Course
"
California
","
California
",Glen Annie Golf Club
"
California
","
California
",Twin Lakes Golf Course
"
California
","
California
",Graeagle Meadows Golf Course
"
California
","
California
",Plumas Pines Golf Resort
"
California
","
California
",Knollwood Golf Course
"
California
","
California
",Granite Bay Golf Club
"
California
","
California
",Alta Sierra Country Club
"
California
","
California
",Nevada County Country Club
"
California
","
California
",Pine Mountain Lake Country Club
"
California
","
California
",Pismo State Beach Golf Course
"
California
","
California
",Wildwood Mobile Country Club
"
California
","
California
",Half Moon Bay Golf Links - Ocean Course
"
California
","
California
",Half Moon Bay Golf Links - Old Course
"
California
","
California
",Kings Country Club
"
California
","
California
",Mission Hills of Hayward Golf Course
"
California
","
California
",Skywest Golf Course
"
California
","
California
",TPC Stonebrae
"
California
","
California
",Healdsburg Golf Club at Tayman Park
"
California
","
California
",East/South at Silver Lakes Country Club
"
California
","
California
",North/East at Silver Lakes Country Club
"
California
","
California
",North/South at Silver Lakes Country Club
"
California
","
California
",Colonial Country Club
"
California
","
California
",Echo Hills Golf Club
"
California
","
California
",Hemet Golf Club
"
California
","
California
",Hemet West Mobile Estates
"
California
","
California
",Panorama Village Golf Course
"
California
","
California
",Seven Hills Golf Club
"
California
","
California
",Franklin Canyon Golf Course
"
California
","
California
",Hesperia Golf & Country Club
"
California
","
California
",Hidden Valley Lake Golf Course
"
California
","
California
",Burlingame Country Club
"
California
","
California
",Ridgemark Golf & Country Club
"
California
","
California
",San Juan Oaks Golf Club
"
California
","
California
",Barbara Worth Golf Resort
"
California
","
California
",Highland Palms Mobil Homes
"
California
","
California
",Meadowlark Golf Course
"
California
","
California
",SeaCliff Country Club
"
California
","
California
",Desert Horizons Country Club
"
California
","
California
",Eldorado Country Club
"
California
","
California
",Indian Wells Country Club - The Classic Course
"
California
","
California
",Indian Wells Country Club - The Cove Course
"
California
","
California
",Indian Wells Golf Resort - Celebrity Course
"
California
","
California
",Indian Wells Golf Resort - Players Course
"
California
","
California
",The Reserve Club
"
California
","
California
",The Vintage Club - Desert Course
"
California
","
California
",The Vintage Club - Mountain Course
"
California
","
California
",Toscana Country Club - North Course
"
California
","
California
",Toscana Country Club - South Course
"
California
","
California
",Eagle Falls Golf Course
"
California
","
California
",Golf Club At Terra Lago - North Course
"
California
","
California
",Golf Club At Terra Lago - South Course
"
California
","
California
",Heritage Palms Golf Club
"
California
","
California
",Indian Palms Golf & Country Club - Indian/Mountain
"
California
","
California
",Indian Palms Golf & Country Club - Mountain/Royal
"
California
","
California
",Indian Palms Golf & Country Club - Royal/Indian
"
California
","
California
",Indian Springs Golf Club
"
California
","
California
",Indio Golf Club
"
California
","
California
",Motorcoach Country Club
"
California
","
California
",Outdoor Resort Indio
"
California
","
California
",Plantation Golf Course
"
California
","
California
",Rancho Casa Blanca Country Club
"
California
","
California
",Shadow Hills Golf Club
"
California
","
California
",Shadow Hills Golf Club - North Par-3 Course
"
California
","
California
",Castle Oaks Golf Club
"
California
","
California
",Oak Creek Golf Club
"
California
","
California
",Rancho San Joaquin Golf Course
"
California
","
California
",Shady Canyon Golf Club
"
California
","
California
",Strawberry Farms Golf Club
"
California
","
California
",Steele Canyon Golf Club - Canyon/Ranch
"
California
","
California
",Steele Canyon Golf Club - Canyon/Vineyard
"
California
","
California
",Steele Canyon Golf Club - Ranch/Vineyard
"
California
","
California
",Buckingham Golf & Country Club
"
California
","
California
",Riviera Hills Golf and Country Club
"
California
","
California
",Kern Valley Golf Course
"
California
","
California
",King City Golf Course
"
California
","
California
",Old Brockway Golf Course
"
California
","
California
",Kings River Golf & Country Club
"
California
","
California
",La Canada Flintridge Country Club
"
California
","
California
",Westridge Golf Club
"
California
","
California
",Hacienda Golf Club
"
California
","
California
",La Jolla Beach & Tennis Club
"
California
","
California
",La Jolla Country Club
"
California
","
California
",North at Torrey Pines Municipal Golf Course
"
California
","
California
",South at Torrey Pines Municipal Golf Course
"
California
","
California
",La Mirada Golf Club
"
California
","
California
",Andalusia at Coral Mountain
"
California
","
California
",Clive Clark Course at Hideaway Club
"
California
","
California
",La Quinta Country Club
"
California
","
California
",La Quinta Resort Citrus Course
"
California
","
California
",La Quinta Resort Dunes Course
"
California
","
California
",La Quinta Resort Mountain Course
"
California
","
California
",Mountain View Country Club
"
California
","
California
",Palm Royale Country Club
"
California
","
California
",Par 3 Practice at Tradition Golf Club
"
California
","
California
",Pete Dye Course at Hideaway Club
"
California
","
California
",PGA West (Private) Arnold Palmer Course
"
California
","
California
",PGA West (Private) Jack Nicklaus Private Course
"
California
","
California
",PGA West (Private) Tom Weiskopf Course
"
California
","
California
",PGA West Greg Norman Course
"
California
","
California
",PGA West Jack Nicklaus Tournament Course
"
California
","
California
",Rancho La Quinta - Jones Course
"
California
","
California
",Rancho La Quinta - Pate Course
"
California
","
California
",SilverRock Resort
"
California
","
California
",The Golf Club at La Quinta
"
California
","
California
",The Madison Club
"
California
","
California
",The Palms Golf Club
"
California
","
California
",The Quarry at La Quinta
"
California
","
California
",The Quarry at La Quinta - Short Course
"
California
","
California
",The Stadium Course at PGA West
"
California
","
California
",Tradition at Tradition Golf Club
"
California
","
California
",Marshall Canyon Golf Club
"
California
","
California
",Sierra La Verne Country Club
"
California
","
California
",Ben Brown's Golf Course at The Ranch Laguna Beach
"
California
","
California
",El Niguel Country Club
"
California
","
California
",Laguna Woods Golf Club - 1 & 2 Course
"
California
","
California
",Laguna Woods Golf Club - 1 & 3 Course
"
California
","
California
",Laguna Woods Golf Club - 2 & 3 Course
"
California
","
California
",Laguna Woods Golf Club - Par 3 Course
"
California
","
California
",Bailey Creek Golf Course
"
California
","
California
",Lake Arrowhead Country Club
"
California
","
California
",Elizabeth Lake Country Club
"
California
","
California
",The Links at Summerly
"
California
","
California
",Lake Forest Golf & Practice Center
"
California
","
California
",St. Mark Golf Course
"
California
","
California
",Barona Creek Golf Club
"
California
","
California
",Willowbrook Country Club
"
California
","
California
",Lakewood Country Club
"
California
","
California
",Lancaster Golf Center
"
California
","
California
",Rancho Sierra Golf Course
"
California
","
California
",North at Alondra Park Golf Course
"
California
","
California
",South Par 3 at Alondra Park Golf Course
"
California
","
California
",Lemoore Golf Course
"
California
","
California
",Likely Place RV & Golf
"
California
","
California
",Catta Verdera Country Club
"
California
","
California
",The Lincoln Hills Golf Club - Hills Course
"
California
","
California
",The Lincoln Hills Golf Club - Orchard Course
"
California
","
California
",Turkey Creek Golf Club
"
California
","
California
",Little River Inn Golf & Tennis Club
"
California
","
California
",Chardonnay/Zinfandel at Poppy Ridge Golf Course
"
California
","
California
",Executive at Las Positas Golf Course
"
California
","
California
",Merlot/Chardonnay at Poppy Ridge Golf Course
"
California
","
California
",Regulation at Las Positas Golf Course
"
California
","
California
",The Course at Wente Vineyards
"
California
","
California
",Zinfandel/Merlot at Poppy Ridge Golf Course
"
California
","
California
",Crystalaire Country Club
"
California
","
California
",Adams Springs Golf Course
"
California
","
California
",Lockeford Springs Golf Course
"
California
","
California
",Micke Grove Golf Links
"
California
","
California
",La Purisima Golf Course
"
California
","
California
",The Mission Club
"
California
","
California
",Mt. Whitney Golf Club
"
California
","
California
",Bixby Village Golf Course
"
California
","
California
",El Dorado Park Golf Club
"
California
","
California
",Heartwell Golf Course
"
California
","
California
",Recreation Park American Golf Club
"
California
","
California
",Recreation Park South
"
California
","
California
",Skylinks Golf Course
"
California
","
California
",Virginia Country Club
"
California
","
California
",Indian Creek Country Club
"
California
","
California
",Los Altos Golf & Country Club
"
California
","
California
",Armand Hammer/Holmby Park Pony Golf Course
"
California
","
California
",Bel-Air Country Club
"
California
","
California
",Brentwood Country Club
"
California
","
California
",Chester Washington Golf Course
"
California
","
California
",Harding at Griffith Park Golf Courses
"
California
","
California
",Heroes Golf Course
"
California
","
California
",Hillcrest Country Club
"
California
","
California
",Lake/North at Mountain Gate Country Club
"
California
","
California
",Los Feliz 3-Par Golf Course
"
California
","
California
",Maggie Hathaway Par 3 Golf Course
"
California
","
California
","North at Los Angeles Country Club, The"
"
California
","
California
",North/South at Mountain Gate Country Club
"
California
","
California
",Rancho Park Golf Course
"
California
","
California
",Rancho Park Par - 3 Golf Course
"
California
","
California
",Roosevelt Municipal Golf Course
"
California
","
California
","South at Los Angeles Country Club, The"
"
California
","
California
",South/Lake at Mountain Gate Country Club
"
California
","
California
",Westchester Golf Course
"
California
","
California
",Wilshire Country Club
"
California
","
California
",Wilson at Griffith Park Golf Courses
"
California
","
California
",La Rinconada Country Club
"
California
","
California
",Sea Pines Golf Resort
"
California
","
California
",Dragonfly Golf Club
"
California
","
California
",Madera Golf & Country Club
"
California
","
California
",Madera Municipal Golf Course
"
California
","
California
",Sierra Star Golf Club
"
California
","
California
",Snowcreek Golf Course
"
California
","
California
",Westdrift Manhattan Beach Golf Club
"
California
","
California
",French Camp Golf Course
"
California
","
California
",Manteca Park Golf Course
"
California
","
California
",Peach Tree Golf & Country Club
"
California
","
California
",Plumas Lake Golf & Country Club
"
California
","
California
",Mather Golf Course
"
California
","
California
",McCloud Golf Club
"
California
","
California
",Beau Pre Golf Club
"
California
","
California
",Winchester Country Club
"
California
","
California
",Menifee Lakes Country Club - The Lakes Golf Course
"
California
","
California
",Menifee Lakes Country Club - The Palms Golf Course
"
California
","
California
",Sharon Heights Golf & Country Club
"
California
","
California
",Merced Golf & Country Club
"
California
","
California
",Mill Valley Golf Course
"
California
","
California
",Green Hills Country Club
"
California
","
California
",Spring Valley Golf Course
"
California
","
California
",Summitpointe Golf Course
"
California
","
California
",Goose Creek Golf Club
"
California
","
California
",Arroyo Trabuco Golf Club
"
California
","
California
",Casta del Sol Golf Course
"
California
","
California
",Mission Viejo Country Club
"
California
","
California
",Bluff/River at Del Rio Country Club
"
California
","
California
",Creekside Golf Course
"
California
","
California
",Dryden Park Golf Course
"
California
","
California
",Modesto Municipal Golf Course
"
California
","
California
",Oak/Bluff at Del Rio Country Club
"
California
","
California
",River/Oak at Del Rio Country Club
"
California
","
California
",St. Stanislaus Golf Course
"
California
","
California
",Shasta Valley Golf Club
"
California
","
California
",Northwood Golf Club
"
California
","
California
",Montebello Country Club
"
California
","
California
",Del Monte Golf Course
"
California
","
California
",Laguna Seca Golf Club
"
California
","
California
",Monterey Pines Golf Club
"
California
","
California
",Nicklaus Club-Monterey
"
California
","
California
",Monterey Park Golf Course
"
California
","
California
",Moorpark Country Club - The Canyon Crest Golf Course
"
California
","
California
",Moorpark Country Club - The Creekside Golf Course
"
California
","
California
",Moorpark Country Club - The Ridgeline Golf Course
"
California
","
California
",Rustic Canyon Golf Course
"
California
","
California
",Tierra Rejada Golf Club
"
California
","
California
",Moraga Country Club
"
California
","
California
",Cottonwood Golf Course
"
California
","
California
",Rancho Del Sol Golf Club
"
California
","
California
",Coyote Creek Golf Club - The Tournament Course
"
California
","
California
",Coyote Creek Golf Club - The Valley Course
"
California
","
California
",The Institute LLC
"
California
","
California
",Morro Bay Golf Course
"
California
","
California
",Mount Shasta Resort
"
California
","
California
",Shoreline Golf Links at Mountain View
"
California
","
California
",Forest Meadows Golf Course
"
California
","
California
",Bear Creek Golf & Country Club
"
California
","
California
",California Oaks Golf Course
"
California
","
California
",The Golf Club at Rancho California
"
California
","
California
",Eagle Vines Golf Club
"
California
","
California
",Napa Golf Course at Kennedy Park
"
California
","
California
",Napa Valley Country Club
"
California
","
California
",Silverado Resort & Spa - North Course
"
California
","
California
",Silverado Resort & Spa - South Course
"
California
","
California
",Vineyard Knolls Golf Club
"
California
","
California
",National City Golf Course
"
California
","
California
",Rivers Edge Golf Course
"
California
","
California
",Friendly Valley Golf Course
"
California
","
California
","Back Bay Golf Course, The"
"
California
","
California
",Big Canyon Country Club
"
California
","
California
",Newport Beach Country Club
"
California
","
California
",Newport Beach Golf Course
"
California
","
California
",The Ocean North at Pelican Hill Golf Club
"
California
","
California
",The Ocean South at Pelican Hill Golf Club
"
California
","
California
",River Oaks Golf Club
"
California
","
California
",Lakes/Canyon at Blacklake Golf Course
"
California
","
California
",Lakes/Oaks at Blacklake Golf Course
"
California
","
California
",Monarch Dunes Golf Club - The Challenge Course
"
California
","
California
",Monarch Dunes Golf Club - The Old Course
"
California
","
California
",Oaks/Canyon at Blacklake Golf Course
"
California
","
California
",Hidden Valley Golf Club
"
California
","
California
",Mission Hills Golf Course
"
California
","
California
",Porter Valley Country Club
"
California
","
California
",Don Knabe Golf Center & Junior Academy
"
California
","
California
",Indian Valley Golf Club
"
California
","
California
",Marin Country Club
"
California
","
California
",Stone Tree Golf Club
"
California
","
California
",Oakdale Golf & Country Club
"
California
","
California
",Claremont Country Club
"
California
","
California
",Montclair Golf Course
"
California
","
California
",Regulation at Lake Chabot Municipal Golf Course
"
California
","
California
",Sequoyah Country Club
"
California
","
California
",Short at Lake Chabot Municipal Golf Course
"
California
","
California
",The Metropolitan Golf Links
"
California
","
California
",Arrowood Golf Course
"
California
","
California
",El Camino Country Club
"
California
","
California
",Emerald Isle Golf Course
"
California
","
California
",Goat Hill Park
"
California
","
California
",Ocean Hills Country Club
"
California
","
California
",Oceanside Golf Course
"
California
","
California
",Ojai Valley Inn & Spa
"
California
","
California
",Soule Park Golf Club
"
California
","
California
",The Links at Squaw Creek
"
California
","
California
",Whispering Lakes Golf Course
"
California
","
California
",Orinda Country Club
"
California
","
California
",Lake Oroville Golf & Country Club
"
California
","
California
",Table Mountain Golf Club
"
California
","
California
",River Ridge Golf Club - The Victoria Lakes Course
"
California
","
California
",River Ridge Golf Club - The Vineyard Course
"
California
","
California
",Pacific Grove Golf Links
"
California
","
California
",The Riviera Country Club
"
California
","
California
",Sharp Park Golf Course
"
California
","
California
",Hansen Dam Golf Course
"
California
","
California
",Avondale Golf Club
"
California
","
California
",Challenger at Palm Valley Country Club
"
California
","
California
",Championship at Palm Valley Country Club
"
California
","
California
",Chaparral Country Club
"
California
","
California
",Desert Falls Country Club
"
California
","
California
","East/South at Lakes Country Club, The"
"
California
","
California
",East/South at Monterey Country Club
"
California
","
California
",East/West at Monterey Country Club
"
California
","
California
",Firecliff at Desert Willow Golf Resort
"
California
","
California
",Indian Ridge Country Club - Arroyo Course
"
California
","
California
",Indian Ridge Country Club - Grove Course
"
California
","
California
",Marrakesh Golf Club
"
California
","
California
",Mountain View at Desert Willow Golf Resort
"
California
","
California
",Mountain Vista Golf Club - San Gorgonio Course
"
California
","
California
",Mountain Vista Golf Club - Santa Rosa Course
"
California
","
California
",North at Ironwood Country Club
"
California
","
California
","North/East at Lakes Country Club, The"
"
California
","
California
",Oasis Country Club
"
California
","
California
",Palm Desert Country Club
"
California
","
California
",Palm Desert Greens Country Club
"
California
","
California
",Palm Desert Resort Country Club
"
California
","
California
",Palms at Marriott's Desert Springs Resort
"
California
","
California
",Portola Country Club
"
California
","
California
",Santa Rosa Country Club
"
California
","
California
",Shadow Mountain Golf Club
"
California
","
California
",Shadow Ridge Golf Club
"
California
","
California
",South at Ironwood Country Club
"
California
","
California
","South/North at Lakes Country Club, The"
"
California
","
California
",South/West at Monterey Country Club
"
California
","
California
",Stone Eagle Golf Club
"
California
","
California
",Suncrest Country Club
"
California
","
California
",The Canyons at Bighorn Golf Club
"
California
","
California
",The Classic Club
"
California
","
California
",The Golf Center at Palm Desert
"
California
","
California
",The Mountains at Bighorn Golf Club
"
California
","
California
",Valley at Marriott's Desert Springs Resort
"
California
","
California
",Woodhaven Country Club
"
California
","
California
",Canyon Estates Golf Course
"
California
","
California
",Escena Golf Club
"
California
","
California
",Indian Canyons Golf Resort - North Course
"
California
","
California
",Indian Canyons Golf Resort - South Course
"
California
","
California
",Legend at Tahquitz Creek Golf Resort
"
California
","
California
",Mesquite Golf & Country Club
"
California
","
California
",O'Donnell Golf Club
"
California
","
California
",Resort at Tahquitz Creek Golf Resort
"
California
","
California
",Seven Lakes Country Club
"
California
","
California
",Tommy Jacobs' Bel Air Greens
"
California
","
California
",Antelope Valley Country Club
"
California
","
California
",Desert Aire Golf Course
"
California
","
California
",Rancho Vista Golf Course
"
California
","
California
",Baylands Golf Links
"
California
","
California
",Palo Alto Hills Golf & Country Club
"
California
","
California
","Stanford Golf Club, The"
"
California
","
California
",Grape Ranch Golf Club
"
California
","
California
",Palos Verdes Golf Club
"
California
","
California
",Lava Creek Golf Course
"
California
","
California
",Tuscan Ridge Golf Club
"
California
","
California
",Annandale Golf Course
"
California
","
California
",Eaton Canyon Golf Course
"
California
","
California
",Number One at Brookside Golf Club
"
California
","
California
",Number Two at Brookside Golf Club
"
California
","
California
",Hunter Ranch Golf Course
"
California
","
California
",Links Course at Paso Robles
"
California
","
California
",Paso Robles Golf Club
"
California
","
California
",River Oaks Golf Course
"
California
","
California
",Pauma Valley Country Club
"
California
","
California
",Cypress Point Club
"
California
","
California
",Dunes at Monterey Peninsula Country Club
"
California
","
California
",Pebble Beach Golf Links at Pebble Beach Resorts
"
California
","
California
",Peter Hay Par Three at Pebble Beach Golf Links
"
California
","
California
",Poppy Hills Golf Course
"
California
","
California
",Shore at Monterey Peninsula Country Club
"
California
","
California
",Spyglass Hill Golf Course
"
California
","
California
",The Links at Spanish Bay
"
California
","
California
",Lake Wildwood Golf Course
"
California
","
California
",Petaluma Golf & Country Club
"
California
","
California
",Rooster Run Golf Club
"
California
","
California
",Pico Rivera Municipal Golf Course
"
California
","
California
",Pine Mountain Golf Club
"
California
","
California
",Mace Meadow Golf & Country Club
"
California
","
California
",Alta Vista Country Club
"
California
","
California
",Cold Springs Golf & Country Club
"
California
","
California
",Contra Costa Country Club
"
California
","
California
",Callippe Preserve Golf Course
"
California
","
California
",Hill at Castlewood Country Club
"
California
","
California
",Pleasanton Golf Center
"
California
","
California
",Ruby Hill Golf Club
"
California
","
California
",Valley at Castlewood Country Club
"
California
","
California
",Mountain Meadows Golf Course
"
California
","
California
",Seabee Golf Club of Port Hueneme
"
California
","
California
",Porterville Municipal Golf Course
"
California
","
California
",River Island Country Club
"
California
","
California
",Grizzly Ranch Golf Club
"
California
","
California
",Maderas Golf Club
"
California
","
California
",Mt. Woodson Golf Club
"
California
","
California
",San Vicente Golf Resort
"
California
","
California
",Red Hill Country Club
"
California
","
California
",Arnold Palmer at Mission Hills Country Club
"
California
","
California
",Dinah Shore Tournament at Mission Hills Country Club
"
California
","
California
",Omni Rancho Las Palmas Resort - North/South
"
California
","
California
",Omni Rancho Las Palmas Resort - South/West
"
California
","
California
",Omni Rancho Las Palmas Resort - West/North
"
California
","
California
",Pete Dye Challenge at Mission Hills Country Club
"
California
","
California
",Porcupine Creek Golf Club
"
California
","
California
",Rancho Mirage Country Club
"
California
","
California
","Springs Club, The"
"
California
","
California
",Sunnylands Golf Course
"
California
","
California
",Sunrise Country Club
"
California
","
California
",Tamarisk Country Club
"
California
","
California
",The Club at Morningside
"
California
","
California
",The Sinatra Resort & Country Club
"
California
","
California
",Thunderbird Country Club
"
California
","
California
",Westin Mission Hills Golf Resort & Spa - Gary Player Signature Course
"
California
","
California
",Westin Mission Hills Golf Resort & Spa - Pete Dye Resort Course
"
California
","
California
",North at Rancho Murieta Country Club
"
California
","
California
",South at Rancho Murieta Country Club
"
California
","
California
",Los Verdes Golf Course
"
California
","
California
",The Links at Terranea
"
California
","
California
",Trump National Golf Club
"
California
","
California
",Del Mar Country Club
"
California
","
California
",East/South at Morgan Run Resort & Club
"
California
","
California
",Fairbanks Ranch Country Club - Lakes/Ocean Course
"
California
","
California
",Fairbanks Ranch Country Club - Ocean/Valley Course
"
California
","
California
",Fairbanks Ranch Country Club - Valley/Lakes Course
"
California
","
California
",North/East at Morgan Run Resort & Club
